transaction_date,unique_transaction_identifier,source_system,bu_sk,sub_market_allocation_flag,transaction_no,transaction_line_no,transaction_type,item_no,range_offer,sales_channel,created_net_quantity,created_sales_net_amount_euro,created_sales_gross_amount_euro
2024-01-01 00:00:00,6RT82USSU8L5,POS_V3,2,N,100041,5,CARD,2678901,SEASONAL,STORE,4,758.06,909.01
2024-01-01 00:00:00,O27XD49AADNV,POS_V2,2,N,100042,7,CARD,2678901,STANDARD,STORE,5,880.68,1071.86
2024-01-01 00:00:00,7RIYYC84EX8Q,POS_V3,2,N,100043,1,CARD,2789012,SEASONAL,STORE,4,805.42,970.29
2024-01-01 00:00:00,BLXJ1DNJ4MY5,POS_V3,2,N,100044,9,CARD,2890123,FAMILY,STORE,7,1315.71,1561.53
2024-01-01 00:00:00,BHJEQNVRIF3L,POS_V3,2,N,100045,4,ONLINE_PAY,3012345,FAMILY,ONLINE,7,1452.94,1752.23
2024-01-01 00:00:00,MEQBON4SLKW1,POS_V2,3,N,100046,3,CASH,345678,SEASONAL,STORE,1,192.52,236.04
2024-01-01 00:00:00,TT4Y4UT302AP,POS_V2,3,N,100047,7,CARD,567890,STANDARD,STORE,3,563.02,679.36
2024-01-01 00:00:00,UXXTQBDXA0XO,POS_V2,3,N,100048,2,CARD,567890,FAMILY,STORE,1,195.73,240.3
2024-01-01 00:00:00,5YZP78XFKKLL,POS_V2,3,N,100049,9,CARD,678901,FAMILY,STORE,4,873.42,1047.45
2024-01-01 00:00:00,7DAJV6ZIUGEA,POS_V2,3,N,100050,10,CASH,678901,STANDARD,STORE,4,829.71,991.91
2024-01-01 00:00:00,UAYAIU3FDCJB,POS_V3,3,N,100051,9,CASH,678901,SEASONAL,STORE,3,564.74,679.2
2024-01-01 00:00:00,LA4W2PO36D9C,POS_V3,3,N,100052,10,ONLINE_PAY,678901,FAMILY,CLICK_AND_COLLECT,1,213.44,263.74
2024-01-01 00:00:00,SIGD0WJEIN99,POS_V2,3,N,100053,7,ONLINE_PAY,678901,FAMILY,ONLINE,2,439.15,524.38
2024-01-01 00:00:00,VDRS5LI8997U,POS_V2,3,N,100054,9,ONLINE_PAY,901234,FAMILY,CLICK_AND_COLLECT,5,1146.13,1391.86
2024-01-01 00:00:00,LVQND0MAEZTT,POS_V2,3,N,100055,4,CARD,1012345,FAMILY,STORE,2,438.51,541.72
2024-01-01 00:00:00,4X68QN2VLZ3H,POS_V2,3,N,100056,8,CARD,1012345,STANDARD,STORE,6,1347.97,1618.09
2024-01-01 00:00:00,T1A2D29VFO20,POS_V2,3,N,100057,10,ONLINE_PAY,1123456,STANDARD,ONLINE,3,682.27,827.05
2024-01-01 00:00:00,VNF3QS0Q32J8,POS_V3,3,N,100058,5,CARD,1123456,FAMILY,STORE,7,1446.95,1716.91
2024-01-01 00:00:00,S6BDRGY510O9,POS_V2,3,N,100059,3,ONLINE_PAY,1123456,STANDARD,ONLINE,4,896.59,1103.54
2024-01-01 00:00:00,Z20Y9YXTEDTQ,POS_V3,3,N,100060,4,CARD,1123456,FAMILY,STORE,2,414.2,502.6
2024-01-01 00:00:00,P61SB7ALN8OM,POS_V3,3,N,100061,7,ONLINE_PAY,1345678,STANDARD,ONLINE,1,243.64,294.21
2024-01-01 00:00:00,6Z6JAEN2BXQH,POS_V3,3,N,100062,7,CASH,1567890,SEASONAL,STORE,4,750.38,908.43
2024-01-01 00:00:00,B75E7RRFRQQP,POS_V3,3,N,100063,8,CASH,1678901,STANDARD,STORE,2,426.96,510.3
2024-01-01 00:00:00,CSDS2Q49YA7F,POS_V2,3,N,100064,3,CARD,1678901,FAMILY,STORE,5,1073.54,1296.44
2024-01-01 00:00:00,2EIXX0KSMBOO,POS_V2,3,N,100065,8,ONLINE_PAY,1789012,FAMILY,ONLINE,2,450.4,550.31
2024-01-01 00:00:00,OTJZPPLOVIG4,POS_V2,3,N,100066,10,ONLINE_PAY,1789012,STANDARD,ONLINE,6,1341.18,1637.73
2024-01-01 00:00:00,Y4NUFPRZXELC,POS_V3,3,N,100067,9,CARD,1789012,STANDARD,STORE,6,1345.29,1628.94
2024-01-01 00:00:00,QP2KQ8VVXWJB,POS_V3,3,N,100068,4,ONLINE_PAY,1890123,STANDARD,ONLINE,5,1133.99,1353.33
2024-01-01 00:00:00,POWMLRD0A4KJ,POS_V2,3,N,100069,9,CASH,2012345,STANDARD,STORE,5,976.93,1198.15
2024-01-01 00:00:00,V9M4YUVZE8I5,POS_V3,3,N,100070,2,ONLINE_PAY,2234567,FAMILY,ONLINE,4,791.14,949.28
2024-01-01 00:00:00,G8OVOGS4X1KP,POS_V3,3,N,100071,10,CASH,2234567,FAMILY,STORE,7,1409.18,1726.99
2024-01-01 00:00:00,LOWP7BO3BGMD,POS_V2,3,N,100072,10,CASH,2345678,SEASONAL,STORE,1,209.96,252.69
2024-01-01 00:00:00,X0VYKAYULNBH,POS_V2,3,N,100073,4,CARD,2678901,FAMILY,STORE,5,926.82,1115.65
2024-01-01 00:00:00,Y5K6TEI1358Y,POS_V2,3,N,100074,9,CASH,2789012,FAMILY,STORE,3,591.22,707.33
2024-01-01 00:00:00,7ANRG2P2YP3P,POS_V3,3,N,100075,10,CARD,2901234,STANDARD,STORE,7,1555.98,1908.69
2024-01-01 00:00:00,Z5QR8DYIVSOW,POS_V2,3,N,100076,9,CASH,3012345,STANDARD,STORE,2,470.34,578.54
2024-01-01 00:00:00,P7IHLJ92YY6Z,POS_V3,4,N,100077,6,CARD,234567,STANDARD,STORE,2,371.08,452.44
2024-01-01 00:00:00,E6RYN1FEZEIM,POS_V3,4,N,100078,8,CARD,234567,SEASONAL,STORE,8,1543.71,1894.71
2024-01-01 00:00:00,QPWVSP97QYWA,POS_V3,4,N,100079,2,CARD,345678,FAMILY,STORE,6,1174.62,1432.02
2024-01-01 00:00:00,GY0LWQSMROZI,POS_V2,4,N,100080,5,CASH,456789,STANDARD,STORE,7,1758.61,2177.65
2024-01-01 00:00:00,C6KDL68DXB40,POS_V2,4,N,100081,2,CARD,567890,STANDARD,STORE,7,1312.41,1612.74
2024-01-01 00:00:00,WN2FA3GROLOE,POS_V2,4,N,100082,5,ONLINE_PAY,567890,SEASONAL,CLICK_AND_COLLECT,8,1514.21,1794.71
2024-01-01 00:00:00,U2IOQP1CEBIT,POS_V2,4,N,100083,6,CARD,890123,SEASONAL,STORE,3,639.23,758.11
2024-01-01 00:00:00,08905N9387EL,POS_V2,4,N,100084,7,ONLINE_PAY,901234,FAMILY,ONLINE,2,437.56,522.14
2024-01-01 00:00:00,8VIKOVHMK866,POS_V2,4,N,100085,7,CARD,1123456,SEASONAL,STORE,7,1577.65,1908.34
2024-01-01 00:00:00,ZXH5WIELLR3H,POS_V3,4,N,100086,9,CARD,1123456,SEASONAL,STORE,7,1583.56,1869.25
2024-01-01 00:00:00,9QBJ9JERYQ6Y,POS_V3,4,N,100087,1,CASH,1234567,FAMILY,STORE,8,1608.96,1933.87
2024-01-01 00:00:00,L4K0A99W5QL2,POS_V2,4,N,100088,1,CASH,1345678,STANDARD,STORE,8,1764.85,2099.63
2024-01-01 00:00:00,DDM2UITLFKN1,POS_V3,4,N,100089,9,ONLINE_PAY,1567890,FAMILY,ONLINE,7,1439.05,1776.32
2024-01-01 00:00:00,SLYP0Q3TLYZM,POS_V2,4,N,100090,3,ONLINE_PAY,1901234,SEASONAL,ONLINE,1,197.84,243.41
2024-01-01 00:00:00,QCQESBZ5V6QK,POS_V2,4,N,100091,7,CASH,1901234,FAMILY,STORE,7,1364.74,1681.09
2024-01-01 00:00:00,QWBAH5I3XYZU,POS_V2,4,N,100092,9,CARD,1901234,FAMILY,STORE,2,395.48,472.94
2024-01-01 00:00:00,CZ2UGNK1794G,POS_V3,4,N,100093,8,CARD,2012345,SEASONAL,STORE,1,219.47,271.68
2024-01-01 00:00:00,WZ17AKLPGI6O,POS_V2,4,N,100094,6,CARD,2123456,FAMILY,STORE,8,1687.54,2061.13
2024-01-01 00:00:00,77FFNVCWLHNK,POS_V3,4,N,100095,7,CARD,2123456,FAMILY,STORE,7,1440.6,1701.18
2024-01-01 00:00:00,EOXZHMRDCEH1,POS_V2,4,N,100096,1,CASH,2345678,STANDARD,STORE,3,575.41,709.45
2024-01-01 00:00:00,O5CGY4L7UM87,POS_V3,4,N,100097,2,ONLINE_PAY,2678901,STANDARD,ONLINE,3,529.97,641.68
2024-01-01 00:00:00,MOO1KHNDX2KE,POS_V2,4,N,100098,6,ONLINE_PAY,2789012,FAMILY,ONLINE,1,199.62,244.15
2024-01-01 00:00:00,Y6GRUCFTMGHC,POS_V2,4,N,100099,6,CARD,2901234,SEASONAL,STORE,2,456.76,550.44
2024-01-01 00:00:00,OS83NM9I2OB3,POS_V3,4,N,100100,9,CARD,3012345,SEASONAL,STORE,2,470.68,565.16
2024-01-01 00:00:00,0MTLLWWU6UP0,POS_V3,4,N,100101,4,CARD,3012345,SEASONAL,STORE,4,895.27,1066.92
2024-01-01 00:00:00,8KGEGUTPLO5X,POS_V2,5,N,100102,6,ONLINE_PAY,123456,FAMILY,ONLINE,3,610.15,744.2
2024-01-01 00:00:00,UY3AYXYSM57E,POS_V2,5,N,100103,7,CARD,456789,SEASONAL,STORE,4,988.39,1206.14
2024-01-01 00:00:00,V6INTFVZD8PQ,POS_V3,5,N,100104,1,CARD,567890,SEASONAL,STORE,4,775.41,952.13
2024-01-01 00:00:00,J9ROV71EGINS,POS_V2,5,N,100105,5,CARD,567890,FAMILY,STORE,2,379.59,467.6
2024-01-01 00:00:00,WQB3YE60S6ER,POS_V3,5,N,100106,1,CARD,567890,FAMILY,STORE,2,428.75,520.31
2024-01-01 00:00:00,2F4OO7IANKJS,POS_V3,5,N,100107,4,ONLINE_PAY,678901,FAMILY,ONLINE,1,215.33,255.9
2024-01-01 00:00:00,U88AP9K0E9H3,POS_V2,5,N,100108,10,CARD,890123,SEASONAL,STORE,4,822.85,998.26
2024-01-01 00:00:00,Q2IHQ4KEFHZ2,POS_V3,5,N,100109,7,CARD,901234,FAMILY,STORE,2,465.86,568.15
2024-01-01 00:00:00,NW1BA31G1Z8W,POS_V3,5,N,100110,2,ONLINE_PAY,1012345,STANDARD,CLICK_AND_COLLECT,2,473.97,584
2024-01-01 00:00:00,RMX529B20IJK,POS_V2,5,N,100111,9,ONLINE_PAY,1345678,FAMILY,ONLINE,2,492.9,586.02
2024-01-01 00:00:00,XSMS5HKBUJIC,POS_V2,5,N,100112,7,CARD,1456789,FAMILY,STORE,1,174.79,215.01
2024-01-01 00:00:00,70LKCBDXWQ8H,POS_V2,5,N,100113,8,CARD,1678901,SEASONAL,STORE,3,662.44,788.35
2024-01-01 00:00:00,Y9HPSF5I23LN,POS_V2,5,N,100114,1,CARD,1890123,STANDARD,STORE,4,843.41,1011.71
2024-01-01 00:00:00,0DZ4CSCGJX6E,POS_V3,5,N,100115,5,CARD,1901234,FAMILY,STORE,1,189.84,229.78
2024-01-01 00:00:00,WJ2R9DTLYZK6,POS_V2,5,N,100116,2,CARD,2123456,FAMILY,STORE,4,821.38,973.09
2024-01-01 00:00:00,Z4J16ECLZFJX,POS_V2,5,N,100117,9,CARD,2234567,STANDARD,STORE,3,581.63,715.07
2024-01-01 00:00:00,OHSC6JK15J5G,POS_V2,5,N,100118,4,CARD,2456789,FAMILY,STORE,3,595.33,725.53
2024-01-01 00:00:00,OS2H7B34OT2A,POS_V3,5,N,100119,1,ONLINE_PAY,2567890,FAMILY,ONLINE,3,597.87,738.58
2024-01-01 00:00:00,BG15VYWVSMW7,POS_V3,5,N,100120,8,CARD,2678901,FAMILY,STORE,3,605.3,725.07
2024-01-01 00:00:00,RSA32E1WULAE,POS_V3,5,N,100121,7,CASH,2789012,STANDARD,STORE,4,782.45,957.69
2024-01-01 00:00:00,TY4JLR7437SH,POS_V3,5,N,100122,4,CASH,2890123,SEASONAL,STORE,2,405.41,491.86
2024-01-01 00:00:00,N4IIYI6HRQ70,POS_V2,5,N,100123,7,CARD,3012345,FAMILY,STORE,1,219.56,260.51
2024-01-01 00:00:00,3PKN2WGE20L8,POS_V3,5,N,100124,4,CASH,3012345,STANDARD,STORE,3,682.71,843.68
2024-01-01 00:00:00,A2BMDOGU4XSA,POS_V2,5,N,100125,2,CARD,3012345,FAMILY,STORE,4,884.67,1081.99
2024-01-01 00:00:00,6OEU40ZDKDNJ,POS_V3,5,N,100126,5,ONLINE_PAY,3012345,FAMILY,CLICK_AND_COLLECT,2,437.49,530
2024-01-01 00:00:00,ZDN5X3PKA24I,POS_V2,6,N,100127,6,CARD,123456,SEASONAL,STORE,10,1995.96,2455.78
2024-01-01 00:00:00,U1AELKN1YFLU,POS_V2,6,N,100128,8,ONLINE_PAY,234567,SEASONAL,ONLINE,13,2284.32,2772.81
2024-01-01 00:00:00,RK4OC7Y9P6QR,POS_V3,6,N,100129,7,ONLINE_PAY,234567,STANDARD,ONLINE,11,1977.43,2348.19
2024-01-01 00:00:00,1OMZ5KJOX89A,POS_V2,6,N,100130,10,ONLINE_PAY,567890,STANDARD,ONLINE,4,808.42,966.18
2024-01-01 00:00:00,GW5MS3AT01UV,POS_V2,6,N,100131,8,CARD,678901,STANDARD,STORE,10,2159.58,2561
2024-01-01 00:00:00,UKQY58LJ0G6C,POS_V3,6,N,100132,3,CARD,789012,SEASONAL,STORE,10,1968.8,2415.38
2024-01-01 00:00:00,2MWTZOV8S40O,POS_V2,6,N,100133,4,CASH,890123,STANDARD,STORE,13,2793.83,3397.55
2024-01-01 00:00:00,EAXQNRBTY65K,POS_V3,6,N,100134,5,CARD,890123,STANDARD,STORE,8,1638.5,2029.72
2024-01-01 00:00:00,F93HD6GK6QL9,POS_V3,6,N,100135,10,ONLINE_PAY,890123,FAMILY,CLICK_AND_COLLECT,11,2209.39,2687.34
2024-01-01 00:00:00,OCT2UO60BDA2,POS_V2,6,N,100136,8,ONLINE_PAY,1234567,FAMILY,ONLINE,10,1920.22,2365.96
2024-01-01 00:00:00,3H685LH920UV,POS_V3,6,N,100137,1,CARD,1234567,STANDARD,STORE,6,1135.38,1391.56
2024-01-01 00:00:00,FD7AX5K6NS91,POS_V2,6,N,100138,1,CARD,1456789,STANDARD,STORE,2,400.3,495.14
2024-01-01 00:00:00,WK1WERETRXCO,POS_V3,6,N,100139,1,CASH,1456789,SEASONAL,STORE,8,1503.54,1860.96
2024-01-01 00:00:00,XYD24CZJI1CO,POS_V2,6,N,100140,7,ONLINE_PAY,1789012,SEASONAL,ONLINE,11,2432.14,2965.98
2024-01-01 00:00:00,L5Y4F3DQ2FGX,POS_V2,6,N,100141,3,ONLINE_PAY,1890123,FAMILY,ONLINE,2,436.98,530.94
2024-01-01 00:00:00,N08BZIMFU1UZ,POS_V2,6,N,100142,2,CASH,1890123,STANDARD,STORE,11,2188.98,2640.92
2024-01-01 00:00:00,16UQL8Z0S14N,POS_V2,6,N,100143,5,ONLINE_PAY,2012345,SEASONAL,ONLINE,6,1196.08,1481.6
2024-01-01 00:00:00,9SU2VG3T912C,POS_V2,6,N,100144,3,ONLINE_PAY,2012345,SEASONAL,ONLINE,8,1777.44,2124.48
2024-01-01 00:00:00,7PHFDF95T9K5,POS_V3,6,N,100145,1,CARD,2012345,STANDARD,STORE,4,777.72,919.9
2024-01-01 00:00:00,0IW22L8V3BJR,POS_V3,6,N,100146,6,ONLINE_PAY,2123456,SEASONAL,CLICK_AND_COLLECT,6,1382.56,1680.16
2024-01-01 00:00:00,2PICY2QTD1MK,POS_V3,6,N,100147,8,CARD,2234567,STANDARD,STORE,2,382.92,467.12
2024-01-01 00:00:00,LLLKNS4OLH6S,POS_V3,6,N,100148,4,ONLINE_PAY,2345678,STANDARD,ONLINE,6,1286.34,1534.6
2024-01-01 00:00:00,86AT7LR38FH8,POS_V2,6,N,100149,1,ONLINE_PAY,2345678,STANDARD,ONLINE,2,429.68,521.56
2024-01-01 00:00:00,JEYH0GF1GC3Z,POS_V3,6,N,100150,10,ONLINE_PAY,2456789,FAMILY,ONLINE,4,820.02,992.04
2024-01-01 00:00:00,MMHKAEZMSZCV,POS_V2,6,N,100151,7,CARD,2456789,STANDARD,STORE,13,2651.59,3162.05
2024-01-01 00:00:00,GTZIIYUEP2SH,POS_V2,6,N,100152,2,ONLINE_PAY,2567890,STANDARD,ONLINE,2,400.22,474.16
2024-01-01 00:00:00,QTLSSHEPCAX3,POS_V3,6,N,100153,8,ONLINE_PAY,2567890,SEASONAL,CLICK_AND_COLLECT,13,2484.45,3059.01
2024-01-01 00:00:00,DM42ZI3DOI5U,POS_V3,6,N,100154,6,CARD,2678901,SEASONAL,STORE,6,1074.6,1298.3
2024-01-01 00:00:00,MG82XTG4CT7A,POS_V2,6,N,100155,4,ONLINE_PAY,2678901,FAMILY,CLICK_AND_COLLECT,2,404.76,494.66
2024-01-01 00:00:00,2I4NSYWAM41E,POS_V2,6,N,100156,9,CASH,2789012,SEASONAL,STORE,2,401.96,498.26
2024-01-01 00:00:00,0PXMSMP6NHLL,POS_V3,6,N,100157,3,CASH,2789012,STANDARD,STORE,4,807.8,973.18
2024-01-01 00:00:00,7JJ3U9OZXS1M,POS_V2,6,N,100158,7,ONLINE_PAY,2789012,FAMILY,ONLINE,4,810.2,978.86
2024-01-01 00:00:00,PUKDYPUV401Y,POS_V2,6,N,100159,8,ONLINE_PAY,2890123,SEASONAL,CLICK_AND_COLLECT,6,1274.56,1531.82
2024-01-01 00:00:00,A4HMUE4E7ENQ,POS_V3,6,N,100160,10,ONLINE_PAY,2901234,STANDARD,ONLINE,4,951.22,1139.86
2024-01-01 00:00:00,0R2YQ3RLYD6N,POS_V2,7,N,100161,10,ONLINE_PAY,234567,SEASONAL,ONLINE,8,1562.61,1866.52
2024-01-01 00:00:00,6Z8U60L50HAR,POS_V2,7,N,100162,9,ONLINE_PAY,345678,SEASONAL,ONLINE,1,183.74,220.28
2024-01-01 00:00:00,JVZQBEXB1BNW,POS_V2,7,N,100163,5,ONLINE_PAY,345678,STANDARD,ONLINE,4,755.69,893.53
2024-01-01 00:00:00,5VCDUDES936A,POS_V3,7,N,100164,7,CARD,678901,SEASONAL,STORE,5,995.93,1206.11
2024-01-01 00:00:00,OSIORIB1M7SC,POS_V2,7,N,100165,3,CARD,789012,STANDARD,STORE,5,1067.65,1312.43
2024-01-01 00:00:00,ZT9DRWUPMALM,POS_V2,7,N,100166,7,CASH,890123,FAMILY,STORE,4,837.05,1003.17
2024-01-01 00:00:00,7YGQ14ZCRHBV,POS_V3,7,N,100167,2,ONLINE_PAY,1123456,FAMILY,ONLINE,4,881.83,1093.24
2024-01-01 00:00:00,QIFJMVSNAB7R,POS_V3,7,N,100168,3,ONLINE_PAY,1123456,FAMILY,ONLINE,4,791.08,954.63
2024-01-01 00:00:00,NL4BK90R8UR2,POS_V3,7,N,100169,2,CARD,1234567,FAMILY,STORE,8,1615.4,1923.64
2024-01-01 00:00:00,2WBZMMEFMX6X,POS_V2,7,N,100170,8,CARD,1345678,FAMILY,STORE,3,661.95,795.77
2024-01-01 00:00:00,2CTFPELEVALC,POS_V3,7,N,100171,3,ONLINE_PAY,1456789,FAMILY,ONLINE,9,1643.95,2037.87
2024-01-01 00:00:00,VMD8HPDEDCKQ,POS_V2,7,N,100172,2,CASH,1456789,SEASONAL,STORE,9,1794.09,2160.42
2024-01-01 00:00:00,QEC3H02E3NSU,POS_V2,7,N,100173,10,CASH,1456789,SEASONAL,STORE,9,1572.94,1863.66
2024-01-01 00:00:00,60I2JHJHKD90,POS_V3,7,N,100174,8,ONLINE_PAY,1456789,FAMILY,CLICK_AND_COLLECT,6,1096.94,1296.11
2024-01-01 00:00:00,I5LGA8XEW088,POS_V2,7,N,100175,4,ONLINE_PAY,1678901,STANDARD,ONLINE,8,1537.55,1886.05
2024-01-01 00:00:00,Z6XAD05HD1MK,POS_V2,7,N,100176,7,ONLINE_PAY,1678901,SEASONAL,ONLINE,1,194.38,237.44
2024-01-01 00:00:00,W111XUM1DDKZ,POS_V2,7,N,100177,2,ONLINE_PAY,1789012,STANDARD,ONLINE,4,874.76,1039.36
2024-01-01 00:00:00,OSFF8QVSYHXD,POS_V2,7,N,100178,3,CASH,2012345,STANDARD,STORE,5,1023.21,1225.89
2024-01-01 00:00:00,V266K1973EAP,POS_V2,7,N,100179,1,CARD,2345678,FAMILY,STORE,6,1201.27,1424.94
2024-01-01 00:00:00,PTCTC8PXO8R7,POS_V3,7,N,100180,6,ONLINE_PAY,2345678,STANDARD,ONLINE,9,1932.42,2374.91
2024-01-01 00:00:00,01N3LAI56WHP,POS_V3,7,N,100181,9,CASH,2456789,STANDARD,STORE,4,801.25,968.41
2024-01-01 00:00:00,WEVZBZ5B3581,POS_V2,7,N,100182,6,CARD,2456789,FAMILY,STORE,9,1745.6,2155.6
2024-01-01 00:00:00,VAIKXQ0Z6HEN,POS_V2,7,N,100183,10,ONLINE_PAY,2567890,FAMILY,CLICK_AND_COLLECT,6,1035.23,1271
2024-01-01 00:00:00,P2KTHKWI834K,POS_V2,7,N,100184,4,ONLINE_PAY,2678901,SEASONAL,ONLINE,3,555.66,684.41
2024-01-01 00:00:00,C2PAZH9ZR9HZ,POS_V2,7,N,100185,9,ONLINE_PAY,2789012,STANDARD,ONLINE,4,771.59,953.71
2024-01-01 00:00:00,D6YDOPFC3LR7,POS_V3,7,N,100186,10,CARD,3012345,STANDARD,STORE,4,832.67,1006.99
2024-01-01 00:00:00,XWKBAZVGDR8I,POS_V2,7,N,100187,6,CARD,3012345,FAMILY,STORE,6,1205.84,1467.96
2024-01-01 00:00:00,4SPNGNB5I3U4,POS_V3,8,N,100188,1,ONLINE_PAY,123456,SEASONAL,CLICK_AND_COLLECT,13,2662.16,3167.23
